,pid,country_code,country,region,income group,scraped_date,model_en,price2,price_local_currency,Currency CodeA,X,USD_Normalized,USD_Normalized_MEAN
0,1,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,iPhone SE,679,679.0,AUD,1.3861900568008425,489.8318211624235,450.67000924537723
1,2,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,iPhone 12,999,999.0,AUD,1.3861900568008425,720.6803966734332,450.67000924537723
2,4,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,AirPods Pro,399,399.0,AUD,1.3861900568008425,287.83931759029014,450.67000924537723
3,5,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,AirPods(2nd generation),219,219.0,AUD,1.3861900568008425,157.98699386534722,450.67000924537723
4,7,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,Apple TV 4K,249,249.0,AUD,1.3861900568008425,179.62904781950436,450.67000924537723
5,8,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,Apple Watch SE,429,429.0,AUD,1.3861900568008425,309.48137154444726,450.67000924537723
6,9,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,Apple Watch Series 3,299,299.0,AUD,1.3861900568008425,215.6991377430996,450.67000924537723
7,10,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,Sport Band,69,69.0,AUD,1.3861900568008425,49.77672409456145,450.67000924537723
8,11,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,iPad,499,499.0,AUD,1.3861900568008425,359.97949743748063,450.67000924537723
9,12,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,iPad Pro,"1,199",1199.0,AUD,1.3861900568008425,864.9607563678142,450.67000924537723
10,13,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,Apple Pencil (2nd generation),199,199.0,AUD,1.3861900568008425,143.55895789590912,450.67000924537723
11,14,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,24-inch iMac,"1,899",1899.0,AUD,1.3861900568008425,1369.9420152981477,450.67000924537723
12,15,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,MacBook Air,"1,499",1499.0,AUD,1.3861900568008425,1081.3812959093857,450.67000924537723
13,16,AU,Australia,East Asia & Pacific,High income,2022-01-02 21:52:06.630535,Magic Mouse,109,109.0,AUD,1.3861900568008425,78.63279603343766,450.67000924537723
14,1,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,iPhone SE,479,479.0,EUR,0.8845999836921692,541.4876880290409,517.4251573054122
15,2,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,iPhone 12,679,679.0,EUR,0.8845999836921692,767.5785807342772,517.4251573054122
16,4,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,AirPods Pro,279,279.0,EUR,0.8845999836921692,315.3967953238046,517.4251573054122
17,5,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,AirPods(2nd generation),149,149.0,EUR,0.8845999836921692,168.43771506540105,517.4251573054122
18,8,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,Apple TV 4K,199,199.0,EUR,0.8845999836921692,224.9604382417101,517.4251573054122
19,9,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,Apple Watch SE,299,299.0,EUR,0.8845999836921692,338.0058845943283,517.4251573054122
20,10,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,Apple Watch Series 3,219,219.0,EUR,0.8845999836921692,247.56952751223375,517.4251573054122
21,11,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,Sport Band,49,49.0,EUR,0.8845999836921692,55.392268712782894,517.4251573054122
22,12,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,iPad,379,379.0,EUR,0.8845999836921692,428.4422416764228,517.4251573054122
23,13,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,iPad Pro,879,879.0,EUR,0.8845999836921692,993.6694734395135,517.4251573054122
24,14,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,Apple Pencil (2nd generation),135,135.0,EUR,0.8845999836921692,152.6113525760345,517.4251573054122
25,15,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,24-inch iMac,1.449,1449.0,EUR,0.8845999836921692,1638.028517649437,517.4251573054122
26,16,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,MacBook Air,1.129,1129.0,EUR,0.8845999836921692,1276.283089321059,517.4251573054122
27,17,AT,Austria,Europe & Central Asia,High income,2022-01-02 21:52:07.703491,Magic Mouse,85,85.0,EUR,0.8845999836921692,96.08862939972542,517.4251573054122
28,1,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,iPhone SE,479,479.0,EUR,0.8845999836921692,541.4876880290409,517.4251573054122
29,2,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,iPhone 12,679,679.0,EUR,0.8845999836921692,767.5785807342772,517.4251573054122
30,4,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,AirPods Pro,279,279.0,EUR,0.8845999836921692,315.3967953238046,517.4251573054122
31,5,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,AirPods(2nd generation),149,149.0,EUR,0.8845999836921692,168.43771506540105,517.4251573054122
32,7,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,Apple TV 4K,199,199.0,EUR,0.8845999836921692,224.9604382417101,517.4251573054122
33,8,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,Apple Watch SE,299,299.0,EUR,0.8845999836921692,338.0058845943283,517.4251573054122
34,9,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,Apple Watch Series 3,219,219.0,EUR,0.8845999836921692,247.56952751223375,517.4251573054122
35,10,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,Sport Band,49,49.0,EUR,0.8845999836921692,55.392268712782894,517.4251573054122
36,11,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,iPad,379,379.0,EUR,0.8845999836921692,428.4422416764228,517.4251573054122
37,12,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,iPad Pro,879,879.0,EUR,0.8845999836921692,993.6694734395135,517.4251573054122
38,13,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,Apple Pencil (2nd generation),135,135.0,EUR,0.8845999836921692,152.6113525760345,517.4251573054122
39,14,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,24-inch iMac,1.449,1449.0,EUR,0.8845999836921692,1638.028517649437,517.4251573054122
40,15,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,MacBook Air,1.129,1129.0,EUR,0.8845999836921692,1276.283089321059,517.4251573054122
41,16,DE,Germany,Europe & Central Asia,High income,2022-01-02 21:52:14.030932,Magic Mouse,85,85.0,EUR,0.8845999836921692,96.08862939972542,517.4251573054122
42,1,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,iPhone SE,489,489.0,EUR,0.8845999836921692,552.7922326643028,519.0400922533067
43,2,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,iPhone 12,689,689.0,EUR,0.8845999836921692,778.883125369539,519.0400922533067
44,4,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,AirPods Pro,279,279.0,EUR,0.8845999836921692,315.3967953238046,519.0400922533067
45,5,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,AirPods(2nd generation),149,149.0,EUR,0.8845999836921692,168.43771506540105,519.0400922533067
46,7,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,Apple TV 4K,199,199.0,EUR,0.8845999836921692,224.9604382417101,519.0400922533067
47,9,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,Apple Watch SE,299,299.0,EUR,0.8845999836921692,338.0058845943283,519.0400922533067
48,10,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,Apple Watch Series 3,219,219.0,EUR,0.8845999836921692,247.56952751223375,519.0400922533067
49,11,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,Sport Band,49,49.0,EUR,0.8845999836921692,55.392268712782894,519.0400922533067
50,12,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,iPad,379,379.0,EUR,0.8845999836921692,428.4422416764228,519.0400922533067
51,13,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,iPad Pro,879,879.0,EUR,0.8845999836921692,993.6694734395135,519.0400922533067
52,14,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,Apple Pencil (2nd generation),135,135.0,EUR,0.8845999836921692,152.6113525760345,519.0400922533067
53,15,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,24-inch iMac,1.449,1449.0,EUR,0.8845999836921692,1638.028517649437,519.0400922533067
54,16,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,MacBook Air,1.129,1129.0,EUR,0.8845999836921692,1276.283089321059,519.0400922533067
55,17,ES,Spain,Europe & Central Asia,High income,2022-01-02 21:52:16.456271,Magic Mouse,85,85.0,EUR,0.8845999836921692,96.08862939972542,519.0400922533067
56,1,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,iPhone SE,499,499.0,EUR,0.8845999836921692,564.0967772995646,533.5745067843576
57,2,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,iPhone 12,709,709.0,EUR,0.8845999836921692,801.4922146400627,533.5745067843576
58,4,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,AirPods Pro,279,279.0,EUR,0.8845999836921692,315.3967953238046,533.5745067843576
59,5,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,AirPods(2nd generation),149,149.0,EUR,0.8845999836921692,168.43771506540105,533.5745067843576
60,7,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,Apple TV 4K,199,199.0,EUR,0.8845999836921692,224.9604382417101,533.5745067843576
61,8,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,Apple Watch SE,309,309.0,EUR,0.8845999836921692,349.31042922959006,533.5745067843576
62,9,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,Apple Watch Series 3,229,229.0,EUR,0.8845999836921692,258.87407214749555,533.5745067843576
63,10,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,Sport Band,49,49.0,EUR,0.8845999836921692,55.392268712782894,533.5745067843576
64,11,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,iPad,399,399.0,EUR,0.8845999836921692,451.0513309469464,533.5745067843576
65,12,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,iPad Pro,909,909.0,EUR,0.8845999836921692,1027.583107345299,533.5745067843576
66,13,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,Apple Pencil (2nd generation),135,135.0,EUR,0.8845999836921692,152.6113525760345,533.5745067843576
67,14,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,24-inch iMac,1499,1499.0,EUR,0.8845999836921692,1694.551240825746,533.5745067843576
68,15,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,MacBook Air,1159,1159.0,EUR,0.8845999836921692,1310.1967232268444,533.5745067843576
69,16,FI,Finland,Europe & Central Asia,High income,2022-01-02 21:52:18.126048,Magic Mouse,85,85.0,EUR,0.8845999836921692,96.08862939972542,533.5745067843576
70,1,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,iPhone SE,489,489.0,EUR,0.8845999836921692,552.7922326643028,521.4624946751486
71,2,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,iPhone 12,689,689.0,EUR,0.8845999836921692,778.883125369539,521.4624946751486
72,4,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,AirPods Pro,279,279.0,EUR,0.8845999836921692,315.3967953238046,521.4624946751486
73,5,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,AirPods(2nd generation),149,149.0,EUR,0.8845999836921692,168.43771506540105,521.4624946751486
74,7,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,Apple TV 4K,199,199.0,EUR,0.8845999836921692,224.9604382417101,521.4624946751486
75,8,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,Apple Watch SE,299,299.0,EUR,0.8845999836921692,338.0058845943283,521.4624946751486
76,9,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,Apple Watch Series 3,219,219.0,EUR,0.8845999836921692,247.56952751223375,521.4624946751486
77,10,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,Sport Band,49,49.0,EUR,0.8845999836921692,55.392268712782894,521.4624946751486
78,11,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,iPad,389,389.0,EUR,0.8845999836921692,439.7467863116846,521.4624946751486
79,12,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,iPad Pro,899,899.0,EUR,0.8845999836921692,1016.2785627100371,521.4624946751486
80,13,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,Apple Pencil (2nd generation),135,135.0,EUR,0.8845999836921692,152.6113525760345,521.4624946751486
81,14,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,24-inch iMac,1449,1449.0,EUR,0.8845999836921692,1638.028517649437,521.4624946751486
82,15,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,MacBook Air,1129,1129.0,EUR,0.8845999836921692,1276.283089321059,521.4624946751486
83,16,FR,France,Europe & Central Asia,High income,2022-01-02 21:52:19.284673,Magic Mouse,85,85.0,EUR,0.8845999836921692,96.08862939972542,521.4624946751486
84,1,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,iPhone SE,499,499.0,EUR,0.8845999836921692,564.0967772995646,529.5371694146213
85,2,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,iPhone 12,709,709.0,EUR,0.8845999836921692,801.4922146400627,529.5371694146213
86,4,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,AirPods Pro,279,279.0,EUR,0.8845999836921692,315.3967953238046,529.5371694146213
87,5,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,AirPods(2nd generation),149,149.0,EUR,0.8845999836921692,168.43771506540105,529.5371694146213
88,7,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,Apple TV 4K,199,199.0,EUR,0.8845999836921692,224.9604382417101,529.5371694146213
89,8,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,Apple Watch SE,299,299.0,EUR,0.8845999836921692,338.0058845943283,529.5371694146213
90,9,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,Apple Watch Series 3,219,219.0,EUR,0.8845999836921692,247.56952751223375,529.5371694146213
91,10,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,Sport Band,49,49.0,EUR,0.8845999836921692,55.392268712782894,529.5371694146213
92,11,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,iPad,399,399.0,EUR,0.8845999836921692,451.0513309469464,529.5371694146213
93,12,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,iPad Pro,909,909.0,EUR,0.8845999836921692,1027.583107345299,529.5371694146213
94,13,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,Apple Pencil (2nd generation),135,135.0,EUR,0.8845999836921692,152.6113525760345,529.5371694146213
95,14,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,24-inch iMac,"1,499",1499.0,EUR,0.8845999836921692,1694.551240825746,529.5371694146213
96,15,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,MacBook Air,"1,129",1129.0,EUR,0.8845999836921692,1276.283089321059,529.5371694146213
97,16,IE,Ireland,Europe & Central Asia,High income,2022-01-02 21:52:22.791120,Magic Mouse,85,85.0,EUR,0.8845999836921692,96.08862939972542,529.5371694146213
98,1,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,iPhone SE,499,499.0,EUR,0.8845999836921692,564.0967772995646,532.7670393104104
99,2,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,iPhone 12,719,719.0,EUR,0.8845999836921692,812.7967592753245,532.7670393104104
100,4,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,AirPods Pro,279,279.0,EUR,0.8845999836921692,315.3967953238046,532.7670393104104
101,5,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,AirPods(2nd generation),149,149.0,EUR,0.8845999836921692,168.43771506540105,532.7670393104104
102,7,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,Apple TV 4K,199,199.0,EUR,0.8845999836921692,224.9604382417101,532.7670393104104
103,9,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,Apple Watch SE,309,309.0,EUR,0.8845999836921692,349.31042922959006,532.7670393104104
104,10,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,Apple Watch Series 3,229,229.0,EUR,0.8845999836921692,258.87407214749555,532.7670393104104
105,11,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,Sport Band,49,49.0,EUR,0.8845999836921692,55.392268712782894,532.7670393104104
106,12,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,iPad,389,389.0,EUR,0.8845999836921692,439.7467863116846,532.7670393104104
107,13,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,iPad Pro,899,899.0,EUR,0.8845999836921692,1016.2785627100371,532.7670393104104
108,14,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,Apple Pencil (2nd generation),135,135.0,EUR,0.8845999836921692,152.6113525760345,532.7670393104104
109,15,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,24-inch iMac,1.499,1499.0,EUR,0.8845999836921692,1694.551240825746,532.7670393104104
110,16,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,MacBook Air,1.159,1159.0,EUR,0.8845999836921692,1310.1967232268444,532.7670393104104
111,17,IT,Italy,Europe & Central Asia,High income,2022-01-02 21:52:24.622852,Magic Mouse,85,85.0,EUR,0.8845999836921692,96.08862939972542,532.7670393104104
112,1,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,iPhone SE,"472,83",472.83,EUR,0.8845999836921692,534.5127839890844,504.2254865087961
113,2,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,iPhone 12,"666,22",666.22,EUR,0.8845999836921692,753.1313726904126,504.2254865087961
114,4,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,AirPods Pro,"269,78",269.78,EUR,0.8845999836921692,304.9740051700932,504.2254865087961
115,5,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,AirPods(2nd generation),"144,07",144.07,EUR,0.8845999836921692,162.86457456021697,504.2254865087961
116,7,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,Apple TV 4K,"192,42",192.42,EUR,0.8845999836921692,217.52204787170783,504.2254865087961
117,8,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,Apple Watch SE,"289,12",289.12,EUR,0.8845999836921692,326.8369944946896,504.2254865087961
118,9,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,Apple Watch Series 3,"211,76",211.76,EUR,0.8845999836921692,239.38503719630418,504.2254865087961
119,10,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,Sport Band,"47,39",47.39,EUR,0.8845999836921692,53.57223702650574,504.2254865087961
120,11,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,iPad,"376,14",376.14,EUR,0.8845999836921692,425.20914191073786,504.2254865087961
121,12,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,iPad Pro,"869,29",869.29,EUR,0.8845999836921692,982.6927605986742,504.2254865087961
122,13,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,Apple Pencil (2nd generation),"130,54",130.54,EUR,0.8845999836921692,147.5695256687077,504.2254865087961
123,14,LU,Luxembourg,Europe & Central Asia,High income,2022-01-02 21:52:27.538167,24-inch iMac,"1401,10",1401.1,EUR,0.8845999836921692,1583.8797488465327,504.2254865087961
